Ticket_ID,Call_Date,Call_Time,Resolution_Date,Agent_Name,Department,Issue_Type,Priority,Status,Channel,Region,Handle_Time_Minutes,Wait_Time_Seconds,First_Call_Resolution,SLA_Met,Satisfaction_Score,OS_Type,Shift,Escalated,Reopen_Count,Cost_Per_Ticket_USD,Agent_Experience_Yrs
TKT-0120,2024-04-12,08:48:50 AM,04-12-2024,James Anderson,,Printer Issue,Hign,Resolved,phone,North,75.0,2809,yes,No,1.0,MacOS,Morning,Yes,2.0,174.43,99.0
TKT-0054,13/08/2024,13:30,08-14-2024,BOB SMITH,Operations,Hardware failure,Low,resolved,Walk In,South,89.0,2494,No,yes,,linux,Morning,no,-1.0,65.17,1.0
TKT-0152,2024-10-19,04:06,,Irene  Taylor,Legal,System Crash,Critical,Closed,Self-Service Portal,North,93.0,649,No,yes,,Windows 11,AFTERNOON,Yes,3.0,164.34,7.0
TKT-0404,2024/12/31,06:31,12-31-2024,James Anderson,Legal,Password Reset,Critical,Resolve,phone,,,1572,No,N,2.0,macOS,morning,Yes,,78.54,99.0
TKT-0985,06-25-2024,02:33 PM,06-27-2024,frank miller,Operations,Email problem,HIGH,resolved,Chat,East,57.0,2792,yes,yes,0.0,WINDOWS 11,Afternoon,Yes,0.0,194.15,
TKT-0208,24-Sep-2024,06:23:29 AM,24-Sep-2024,david brown ,Legal,network issue,medium,Open,Walk-in,,63.0,626,NO,N,5.0,WINDOWS 11,Night,Yes,1.0,31.6,5.0
TKT-0659,10-16-2024,05:38,2024-10-16,Henry Moore,Finance,Software Installation,HIGH,Closed,Walk In,Central,49.0,3170,Yes,,5.0,Windows 10,AFTERNOON,No,3.0,160.26,
TKT-0925,06-13-2024,19:55:47,15/06/2024,,Operations,Email Problem,low,Resolve,self-service portal,West,81.0,1052,,,,Windows 10 ,Night Shift,,1.0,158.94,-2.0
,25/01/2024,07:41:49 AM,2024-01-25,Irene Taylor,Marketing,network issue,CRITICAL,Resolve,phone,North,71.0,44,YES,,4.0,Windows 10 ,Night Shift,No,1.0,16.72,9.0
TKT-0009,10-16-2024,16:20:59,10-17-2024,Irene Taylor,Sales,Hardware failure,Low,Resolve,Self-Service Portal,South,54.0,2753,NO,yes,,MacOS,Night,no,2.0,197.51,
TKT-0980,11-22-2024,05:58:53 PM,23-Nov-2024,Emily Davis,Finance,Data Recovery,Medium,Closed,Chat,Central,148.0,2688,Yes,no,5.0,Windows 10,Night,yes,1.0,,7.0
TKT-0037,11-Oct-2024,01:37:35,10-13-2024,david brown ,HR,Software Installation,HIGH,closed,Self-Service Portal,South,86.0,2754,Yes,no,,windows 10,Morning,yes,2.0,73.45,3.0
TKT-0453,2024-09-12,23:25,2024-09-13,Henry Moore,Legal,System Crash,Critical,In progress,Chat,West,67.0,446,,No,0.0,Windows 11,Night Shift,no,0.0,195.78,6.0
TKT-0652,15/10/2024,05:21:16 AM,17/10/2024,Frank Miller,Marketing,Account Locked,High,In progress,EMAIL,Central,177.0,2173,no,No,99.0,WINDOWS 11,Night,No,1.0,89.09,9.0
TKT-0254,2024-07-19,05:04:42,19/07/2024,Frank Miller,Operations,Printer Issue,High,Resolve,Walk In,East,175.0,1129,No,no,,Linux,morning,No,1.0,,7.0
TKT-0304,2024/11/21,12:46:11,2024-11-23,David Brown,IT,Email Problem,Hign,Open,self-service portal,West,-5.0,2128,No,,4.0,WINDOWS 11,Night Shift,yes,0.0,180.09,5.0
TKT-0778,27/11/2024,12:48:46 AM,27/11/2024,David Brown,IT,vpn access,CRITICAL,OPEN,Chat,South,105.0,3337,no,no,99.0,linux,AFTERNOON,no,,105.37,0.0
TKT-0572,12-12-2024,12:44 AM,2024/12/14,Henry Moore,Finance,Email problem,CRITICAL,In progress,Chat,North,,3595,NO,,3.0,WINDOWS 11,morning,yes,3.0,133.37,1.0
TKT-0624,13-Oct-2024,03:50:06 AM,,Grace Wilson,Sales,Account Locked,Critical,closed,Walk In,North,71.0,3187,NO,,1.0,linux,Morning,No,0.0,126.42,2.0
TKT-0741,01-Aug-2024,03:25:58,2024/08/03,Bob Smith,Finance,System Crash,HIGH,In Progress,Email,South,10.0,3073,Yes,Y,-1.0,Linux,Night,,,,6.0
TKT-0751,08-02-2024,21:35:04,03/08/2024,Henry Moore,Operations,Password Reset,Hign,Closed,Walk-in,,152.0,2270,Yes,No,,MacOS,Night Shift,No,2.0,63.79,1.0
TKT-0263,28/07/2024,14:40:58,2024/07/28,Carol  White,Sales,Network Issue,HIGH,Open,phone,West,,690,Yes,yes,2.0,Windows 10,AFTERNOON,no,3.0,70.63,
TKT-0611,02-04-2024,22:49:30,2024/02/05,Frank Miller,Marketing,network issue,HIGH,escalated,Walk In,West,165.0,596,NO,no,99.0,Linux,AFTERNOON,yes,0.0,15.67,1.0
TKT-0298,05-May-2024,10:52 PM,2024-05-05,Frank Miller,Marketing,Hardware failure,Medium,Escalated,EMAIL,East,41.0,3504,Yes,yes,,MacOS,Night Shift,,-1.0,149.55,2.0
TKT-0415,2024/12/09,02:51:42 AM,12-10-2024,David Brown,Finance,System Crash,Medium,In Progress,phone,Central,132.0,474,Yes,,,Windows 11,Afternoon,Yes,0.0,43.91,0.0
TKT-0151,08-14-2024,11:57:20,16/08/2024,alice johnson,Operations,System Crash,Mediun,escalated,Walk-in,East,85.0,3470,yes,no,,WINDOWS 11,AFTERNOON,Yes,2.0,104.7,10.0
TKT-0820,2024-06-24,07:33:51,,alice johnson,Operations,VPN Access,Critical,Resolve,Chat,East,169.0,2701,,yes,4.0,WINDOWS 11,morning,,3.0,20.17,10.0
TKT-0641,28/07/2024,17:28,,,Legal,Software Installation,Critical,resolved,Phone,,161.0,1211,no,no,2.0,Windows 10,morning,no,0.0,34.41,6.0
TKT-0926,2024/07/21,23:36:49,07-23-2024,,,password reset,medium,In progress,Email,West,99.0,2195,Yes,N,,MacOS,Night,No,2.0,136.4,8.0
TKT-0551,30/07/2024,11:08:38,07-31-2024,Carol White,Operations,Email Problem,CRITICAL,Escalated,Self-Service Portal,,,1944,,Yes,,linux,Morning,yes,-1.0,153.97,99.0
,2024/08/18,07:13:35 AM,08-18-2024,alice johnson,Finance,VPN Access,HIGH,In progress,Self-Service Portal,Central,66.0,1868,NO,N,0.0,Windows 10 ,Afternoon,no,,174.08,8.0
TKT-0489,01-09-2024,10:28:16 PM,2024/01/09,JAMES ANDERSON,Operations,network issue,Mediun,closed,EMAIL,South,105.0,3107,YES,N,-1.0,Windows 10 ,AFTERNOON,yes,0.0,155.6,5.0
TKT-0711,09-27-2024,13:58:34,2024/09/29,frank miller,Operations,Software Installation,Medium,In progress,Phone,North,6.0,2109,,No,,Linux,morning,,2.0,46.46,
TKT-0148,20-May-2024,07:58 PM,22-May-2024,James Anderson,,Data Recovery,Hign,resolved,chat,South,43.0,292,YES,No,99.0,Windows 10,Night Shift,,2.0,129.98,2.0
TKT-0147,12-Sep-2024,02:43:39 AM,2024/09/13,henry moore,Admin,Network Issue,Low,In progress,Walk-in,South,162.0,255,Yes,yes,3.0,windows 10,AFTERNOON,,0.0,68.12,8.0
TKT-0752,17/01/2024,08:05,17/01/2024,Henry Moore,Operations,Hardware failure,Mediun,Open,phone,South,80.0,463,NO,yes,,linux,Night,No,3.0,61.77,3.0
TKT-0971,18-Jun-2024,12:27 PM,2024-06-18,EMILY DAVIS,IT,Email problem,Medium,closed,Walk In,South,143.0,793,,Y,5.0,linux,AFTERNOON,Yes,,161.43,
TKT-0771,19/11/2024,03:06:24 PM,11-20-2024,Carol  White,Operations,Email problem,low,Closed,Phone,West,,1789,yes,,,WINDOWS 11,AFTERNOON,,1.0,40.55,99.0
TKT-0660,2024-01-18,07:54 AM,01-20-2024,JAMES ANDERSON,Sales,Printer Issue,Critical,Escalated,Chat,North,,3321,YES,yes,4.0,Windows 10 ,Afternoon,No,0.0,70.0,10.0
TKT-0349,04-11-2024,02:55 PM,04-11-2024,frank miller,,Email Problem,Hign,OPEN,EMAIL,Central,110.0,2038,No,N,0.0,Windows 10,Night,yes,-1.0,187.56,0.0
TKT-0464,2024-06-23,03:39:51 AM,06-23-2024,david brown ,Legal,Account Locked,High,Open,Phone,North,165.0,1308,No,yes,0.0,Windows 10 ,Night Shift,Yes,2.0,143.8,99.0
TKT-0326,09-27-2024,06:05 AM,27-Sep-2024,Emily Davis,Legal,Password Reset,medium,OPEN,self-service portal,,163.0,2748,Yes,No,1.0,linux,Morning,no,0.0,29.8,9.0
TKT-0187,09-05-2024,01:56 AM,2024/09/05,,IT,Email Problem,CRITICAL,Escalated,phone,Central,57.0,2506,no,No,,Windows 10 ,Afternoon,,1.0,,99.0
,2024/02/07,01:11:50,02-08-2024,Irene Taylor,Finance,network issue,low,In progress,EMAIL,East,144.0,298,YES,,4.0,WINDOWS 11,Night,no,,133.84,8.0
TKT-0889,07-Sep-2024,12:15,2024/09/07,alice johnson,Finance,Account Locked,low,Open,Chat,West,,119,YES,Y,,windows 10,Afternoon,Yes,1.0,25.77,1.0
TKT-0609,09/05/2024,04:38 AM,09/05/2024,david brown ,Finance,Hardware failure,medium,In Progress,Self-Service Portal,Central,102.0,1992,yes,N,,Windows 10,morning,Yes,3.0,186.71,
TKT-0144,11/08/2024,12:15:10,2024-08-13,,IT,Data Recovery,HIGH,Resolve,Walk In,North,98.0,913,yes,Yes,,Windows 10 ,morning,yes,2.0,90.49,1.0
TKT-0709,2024/07/17,06:56:43 AM,07-19-2024,Emily Davis,Admin,Printer Issue,low,Open,Phone,,63.0,25,,Y,,linux,Morning,,,151.56,6.0
TKT-0198,20/09/2024,06:49 AM,2024/09/20,alice johnson,,password reset,HIGH,Closed,phone,Central,26.0,2462,,No,,Windows 11,AFTERNOON,,0.0,183.63,2.0
TKT-0610,12-03-2024,09:28,03/12/2024,James Anderson,HR,Account Locked,medium,resolved,self-service portal,North,68.0,2053,yes,no,,Linux,AFTERNOON,No,,41.04,2.0
TKT-0280,03/08/2024,11:21 PM,2024-08-03,David Brown,Operations,network issue,CRITICAL,escalated,chat,North,43.0,2738,No,no,5.0,macOS,Night,yes,,148.8,7.0
TKT-0294,2024-04-22,12:11 PM,04-24-2024,frank miller,Operations,password reset,low,OPEN,Chat,Central,-5.0,3457,Yes,,99.0,Windows 10,Night,No,0.0,21.58,10.0
TKT-0401,2024-02-19,09:58:09 PM,20/02/2024,Grace Wilson ,Marketing,Email Problem,CRITICAL,Resolved,self-service portal,West,148.0,734,no,N,3.0,Windows 10,AFTERNOON,,,189.08,
TKT-0123,14-Jul-2024,03:24:16,16-Jul-2024,Grace Wilson ,Finance,Email problem,CRITICAL,Resolved,Self-Service Portal,,74.0,111,YES,,,Linux,Night,No,0.0,69.68,2.0
TKT-0184,02-Feb-2024,03:17:09 AM,04/02/2024,EMILY DAVIS,IT,System Crash,Mediun,Resolved,Chat,,45.0,2862,,Y,,Windows 11,Night Shift,yes,-1.0,187.93,10.0
TKT-0203,07-01-2024,15:42:38,2024/07/03,,Admin,Network Issue,HIGH,In progress,chat,West,126.0,2104,yes,,99.0,Linux,Night Shift,No,2.0,100.6,5.0
,03-06-2024,15:39,2024/03/08,,Marketing,Account Locked,CRITICAL,Open,EMAIL,East,106.0,2656,,,3.0,Windows 10,morning,no,-1.0,174.88,0.0
TKT-0247,2024-03-21,11:16,03-21-2024,Grace Wilson ,,SOFTWARE INSTALLATION,Critical,closed,Phone,Central,36.0,3088,Yes,yes,99.0,MacOS,AFTERNOON,,0.0,185.69,2.0
TKT-0416,11/02/2024,05:05:45,,Grace Wilson,Operations,Software Installation,Medium,OPEN,phone,East,2.0,1783,,N,4.0,linux,Afternoon,No,1.0,142.06,2.0
TKT-0808,12-23-2024,07:19 PM,12-25-2024,david brown ,Finance,Hardware Failure,medium,OPEN,Self-Service Portal,,91.0,2883,Yes,Yes,10.0,Windows 10,AFTERNOON,,0.0,165.81,7.0
TKT-0797,04-Jul-2024,08:59 AM,06-Jul-2024,,Finance,password reset,low,Open,self-service portal,South,157.0,1945,No,Y,,macOS,morning,no,,90.92,4.0
TKT-0960,23-Sep-2024,01:33:40 AM,25/09/2024,Irene  Taylor,Legal,System Crash,Low,Resolved,chat,East,108.0,2932,NO,,,Windows 10,AFTERNOON,Yes,-1.0,136.27,5.0
TKT-0800,24/07/2024,11:14 PM,07-24-2024,JAMES ANDERSON,Admin,Network Issue,Low,In progress,Phone,North,90.0,2371,No,N,,WINDOWS 11,Night,,1.0,,9.0
TKT-0924,19/10/2024,12:03:43 AM,2024/10/21,BOB SMITH,Admin,Password Reset,Low,Resolved,phone,East,15.0,3349,Yes,no,0.0,Windows 10,Afternoon,no,3.0,174.29,7.0
TKT-0130,04-05-2024,05:23 AM,05-Apr-2024,,HR,vpn access,CRITICAL,In progress,Walk-in,,171.0,953,no,,,macOS,Night Shift,yes,0.0,123.27,8.0
TKT-0638,09/10/2024,10:21:06 PM,2024-10-11,,IT,SOFTWARE INSTALLATION,Mediun,Resolved,Self-Service Portal,South,31.0,2822,no,Yes,3.0,WINDOWS 11,Morning,No,,,2.0
TKT-0403,08-Sep-2024,03:20 AM,2024-09-10,Bob Smith,Operations,Software Installation,Critical,Open,Self-Service Portal,North,,1602,yes,no,5.0,linux,Afternoon,no,0.0,143.92,2.0
TKT-0937,19-Mar-2024,10:21 AM,03-20-2024,Irene  Taylor,Legal,Email problem,CRITICAL,Resolve,Phone,Central,107.0,2144,,N,4.0,Windows 10 ,Morning,Yes,2.0,59.31,
TKT-0802,2024-08-09,02:31:13,10/08/2024,Grace Wilson,,Network Issue,Low,closed,chat,,106.0,3538,No,Yes,,windows 10,Night,,0.0,195.72,3.0
TKT-0736,2024/06/22,03:05 PM,2024/06/24,Henry Moore,Finance,password reset,HIGH,Escalated,Self-Service Portal,West,167.0,2868,no,No,0.0,WINDOWS 11,AFTERNOON,Yes,3.0,136.39,9.0
TKT-0950,2024-04-30,13:16,05-01-2024,,HR,network issue,CRITICAL,Closed,Email,Central,134.0,1284,no,no,,WINDOWS 11,Afternoon,Yes,0.0,57.52,-2.0
TKT-0220,02-Jun-2024,04:08 AM,03-Jun-2024,Bob Smith,HR,Hardware Failure,High,escalated,Email,North,65.0,99999,no,yes,-1.0,linux,morning,no,2.0,146.2,-2.0
TKT-0642,11-22-2024,01:53 PM,2024/11/23,Alice Johnson,Sales,Hardware failure,HIGH,Closed,Email,Central,43.0,1471,,Y,3.0,Windows 11,Morning,,0.0,108.01,5.0
TKT-0952,13/07/2024,04:48 PM,14/07/2024,Grace Wilson,Operations,Account Locked,HIGH,Resolve,phone,Central,129.0,1861,,yes,1.0,Windows 10 ,Night,no,-1.0,138.96,0.0
TKT-0784,27/04/2024,09:59:22 PM,2024/04/29,,,Printer Issue,low,OPEN,Self-Service Portal,South,111.0,2590,No,,,linux,Night,yes,2.0,195.2,7.0
TKT-0888,14-Jan-2024,07:13:54,16-Jan-2024,JAMES ANDERSON,Admin,Email problem,High,closed,Walk-in,East,69.0,1067,YES,N,-1.0,Linux,AFTERNOON,No,0.0,113.52,6.0
TKT-0957,2024-07-12,08:40,07-14-2024,henry moore,Sales,Email Problem,Medium,escalated,chat,West,26.0,3401,Yes,yes,0.0,Windows 10,Night Shift,Yes,0.0,171.97,4.0
TKT-0625,06-27-2024,06:32:52,,Emily Davis,Admin,SOFTWARE INSTALLATION,HIGH,In Progress,Phone,,7.0,773,YES,No,10.0,Windows 10 ,Morning,,2.0,,4.0
TKT-0873,18/04/2024,11:49:42 PM,18/04/2024,henry moore,IT,System Crash,medium,In progress,Walk-in,East,178.0,1430,No,Y,,Linux,AFTERNOON,no,2.0,,10.0
TKT-0923,11-Oct-2024,12:33:28 AM,11/10/2024,,Sales,vpn access,Medium,resolved,Chat,West,32.0,1940,Yes,N,0.0,Windows 10,morning,Yes,0.0,18.14,1.0
TKT-0387,10-Jul-2024,21:09,2024-07-10,,Sales,Password Reset,Low,Resolve,Phone,,100.0,2598,Yes,,4.0,Linux,Afternoon,,3.0,179.04,5.0
TKT-0140,2024-03-09,20:33,2024/03/10,Bob Smith,Operations,Hardware failure,Medium,In Progress,Phone,Central,126.0,1238,yes,Y,10.0,Linux,Night,,0.0,60.5,6.0
TKT-0510,29-Aug-2024,12:33:45 PM,2024/08/29,BOB SMITH,Operations,vpn access,CRITICAL,resolved,Self-Service Portal,,172.0,1877,No,,3.0,windows 10,AFTERNOON,Yes,,,99.0
TKT-0268,25-Dec-2024,01:38,26/12/2024,frank miller,HR,Printer Issue,CRITICAL,Closed,EMAIL,Central,130.0,2830,Yes,yes,-1.0,Windows 10,Night,no,3.0,97.32,6.0
TKT-0853,2024/03/01,10:59 AM,03-01-2024,alice johnson,,VPN Access,low,Resolved,Chat,South,155.0,99999,NO,no,3.0,macOS,Morning,,2.0,168.64,
TKT-0442,2024-10-25,08:32:36 AM,2024/10/27,JAMES ANDERSON,HR,Network Issue,CRITICAL,OPEN,EMAIL,North,52.0,1098,,,99.0,windows 10,Morning,Yes,3.0,145.32,5.0
TKT-0497,2024-03-23,08:05 PM,03-25-2024,Grace Wilson,Legal,Data Recovery,Hign,OPEN,Chat,North,152.0,2206,,No,2.0,linux,Night,yes,1.0,92.68,0.0
TKT-0113,12-18-2024,03:21:15 PM,2024-12-18,frank miller,HR,Email Problem,Medium,escalated,Email,North,5.0,2761,,Yes,-1.0,Windows 11,Night,No,0.0,179.43,10.0
TKT-0692,11-Aug-2024,22:38:13,2024-08-12,Grace Wilson,Finance,Software Installation,Critical,closed,chat,Central,,1413,NO,no,3.0,Windows 10 ,Night,,0.0,145.96,0.0
TKT-0233,18-Nov-2024,22:19:35,2024/11/18,henry moore,Marketing,Software Installation,Mediun,escalated,Walk-in,West,166.0,2301,,No,-1.0,MacOS,AFTERNOON,,0.0,187.1,6.0
TKT-0905,01-Jan-2024,08:23 AM,2024/01/02,Carol  White,IT,Data Recovery,Mediun,In progress,Phone,East,18.0,87,no,Yes,,Windows 10,Night Shift,Yes,0.0,66.98,1.0
TKT-0608,2024-11-01,11:41:13,01/11/2024,Irene Taylor,Legal,Printer Issue,CRITICAL,escalated,Self-Service Portal,East,93.0,1596,,Yes,0.0,WINDOWS 11,morning,Yes,0.0,184.19,5.0
TKT-0672,07-Sep-2024,08:40 PM,2024-09-07,Irene Taylor,Marketing,Data Recovery,Critical,In progress,Phone,,77.0,919,no,Y,0.0,WINDOWS 11,Night Shift,yes,0.0,164.21,0.0
TKT-0374,2024/04/03,22:59:41,2024-04-04,,Operations,Data Recovery,Hign,Closed,Email,West,60.0,2834,,no,3.0,Linux,Night Shift,Yes,-1.0,,4.0
TKT-0271,2024-02-12,03:31:41 AM,2024/02/14,frank miller,,Data Recovery,Medium,closed,Chat,West,59.0,104,YES,Y,-1.0,WINDOWS 11,morning,Yes,0.0,45.46,
TKT-0878,2024-06-29,02:33,30/06/2024,Irene  Taylor,Admin,Hardware failure,medium,OPEN,Walk In,South,109.0,2450,Yes,yes,,linux,Afternoon,yes,,95.89,4.0
TKT-0234,11/08/2024,05:26:01 AM,08-13-2024,David Brown,Legal,VPN Access,HIGH,In Progress,Chat,North,,1574,yes,Yes,2.0,Windows 10 ,Morning,Yes,1.0,121.42,4.0
TKT-0817,11-17-2024,19:16,19-Nov-2024,Henry Moore,Admin,Network Issue,Hign,Open,Chat,West,155.0,1556,NO,,,Linux,Afternoon,No,,80.68,7.0
TKT-0677,2024/06/03,21:40,03/06/2024,JAMES ANDERSON,HR,network issue,CRITICAL,Resolved,EMAIL,,,1166,yes,,-1.0,macOS,Morning,No,0.0,110.06,7.0
TKT-0318,2024/12/14,04:33 AM,12-16-2024,Carol White,IT,Account Locked,High,In progress,Phone,,,676,yes,no,5.0,Linux,Night,No,,20.74,4.0
,2024/07/05,10:35:24 PM,2024-07-06,,Marketing,password reset,Critical,Closed,Walk In,West,105.0,2930,,No,4.0,Windows 11,Morning,No,3.0,154.16,99.0
TKT-0411,07-Mar-2024,03:20:39 PM,09/03/2024,Carol White,Sales,Hardware Failure,High,Resolved,Phone,East,162.0,3597,Yes,N,2.0,windows 10,Morning,Yes,0.0,34.64,7.0
TKT-0935,2024-09-03,05:24:08 PM,2024/09/05,Frank Miller,Operations,vpn access,Low,escalated,chat,South,140.0,2887,NO,,,WINDOWS 11,Morning,yes,3.0,152.11,
TKT-0710,09-09-2024,11:06,2024/09/10,Bob Smith,Admin,Hardware failure,Hign,In progress,phone,East,,1775,,Yes,1.0,linux,morning,Yes,0.0,167.47,4.0
TKT-0359,23/12/2024,16:12,,Carol White,IT,Account Locked,Low,resolved,chat,East,35.0,2727,yes,,1.0,WINDOWS 11,Afternoon,Yes,-1.0,81.84,4.0
TKT-0259,05-26-2024,06:28 PM,27/05/2024,BOB SMITH,Sales,Hardware failure,low,In Progress,chat,West,71.0,3542,,,2.0,MacOS,morning,no,2.0,78.15,10.0
TKT-0745,06-23-2024,13:28,25/06/2024,James Anderson,HR,Email Problem,Low,In progress,Email,West,-5.0,1507,,,0.0,MacOS,Afternoon,,,55.83,-2.0
TKT-0628,25-Oct-2024,00:00:21,27-Oct-2024,David Brown,Finance,vpn access,Critical,In Progress,phone,,123.0,2487,yes,Yes,1.0,Windows 10,Morning,no,-1.0,28.39,-2.0
TKT-0633,2024-09-15,05:07:14,17-Sep-2024,Emily Davis,Operations,Password Reset,Low,Open,Chat,East,107.0,1314,yes,no,10.0,Linux,Night Shift,no,-1.0,26.69,1.0
TKT-0283,27-Feb-2024,03:42:00,,Irene  Taylor,,SOFTWARE INSTALLATION,Critical,Resolve,Self-Service Portal,Central,35.0,1366,yes,N,,Linux,AFTERNOON,yes,2.0,197.98,4.0
TKT-0377,30-Nov-2024,19:50,,BOB SMITH,Operations,Email Problem,HIGH,resolved,phone,South,,1086,no,,5.0,windows 10,morning,yes,2.0,9.62,7.0
,05/07/2024,03:50:10,2024-07-05,Irene Taylor,Finance,password reset,High,Resolved,phone,West,,845,yes,no,10.0,Windows 10,morning,no,,109.66,3.0
TKT-0225,2024-01-17,02:21:27,2024/01/17,frank miller,Finance,Data Recovery,medium,resolved,Phone,Central,160.0,938,Yes,,4.0,linux,Night,Yes,0.0,28.02,4.0
TKT-0995,05-Nov-2024,12:05 AM,2024/11/07,EMILY DAVIS,Legal,Password Reset,HIGH,Resolve,self-service portal,North,102.0,408,,no,5.0,Windows 11,Night,Yes,0.0,94.32,7.0
TKT-0848,12-10-2024,04:12,12-10-2024,alice johnson,Operations,VPN Access,low,Open,Email,South,21.0,1090,NO,N,3.0,MacOS,Night Shift,yes,3.0,185.28,2.0
TKT-0473,2024-11-02,17:47:40,2024/11/03,Frank Miller,HR,Password Reset,CRITICAL,Escalated,EMAIL,,13.0,1959,NO,yes,0.0,windows 10,Morning,yes,1.0,35.61,0.0
TKT-0348,2024/09/24,23:53:36,25-Sep-2024,James Anderson,Finance,password reset,Low,Resolved,phone,West,17.0,3153,no,yes,,WINDOWS 11,Morning,No,0.0,150.89,3.0
TKT-0506,2024-12-22,18:33,2024/12/24,frank miller,,Password Reset,HIGH,resolved,Chat,West,17.0,2488,NO,,3.0,Linux,AFTERNOON,no,-1.0,173.21,3.0
TKT-0640,07-Jun-2024,15:54,08-Jun-2024,frank miller,IT,network issue,Hign,In Progress,Chat,South,62.0,1442,YES,no,2.0,windows 10,Morning,yes,0.0,126.17,8.0
TKT-0609,09/05/2024,04:38 AM,09/05/2024,david brown ,Finance,Hardware failure,medium,In Progress,Self-Service Portal,Central,102.0,1992,yes,N,,Windows 10,morning,Yes,3.0,186.71,
TKT-0798,13-Jan-2024,11:23 AM,2024-01-14,frank miller,Sales,Account Locked,High,In Progress,Chat,,119.0,413,No,Y,0.0,Linux,Night Shift,Yes,0.0,86.14,2.0
TKT-0968,21/06/2024,07:18:00 PM,22/06/2024,david brown ,IT,SOFTWARE INSTALLATION,low,Resolve,phone,East,,2315,yes,yes,5.0,Linux,Morning,no,-1.0,142.37,3.0
TKT-0942,2024/12/06,04:30 AM,08-Dec-2024,Grace Wilson ,Operations,Email Problem,HIGH,Resolved,Walk-in,East,161.0,99999,no,No,1.0,windows 10,Night Shift,Yes,2.0,,-2.0
TKT-0620,02-10-2024,06:44:22 AM,12/02/2024,BOB SMITH,Admin,System Crash,Mediun,Resolved,Phone,Central,155.0,1652,YES,No,4.0,windows 10,AFTERNOON,No,3.0,176.06,2.0
TKT-0891,2024-07-01,10:54,2024/07/03,Grace Wilson ,IT,Account Locked,Mediun,OPEN,phone,West,116.0,1154,No,No,4.0,windows 10,Afternoon,no,3.0,80.25,2.0
TKT-0836,02/07/2024,08:27 PM,02/07/2024,david brown ,IT,System Crash,High,Resolved,self-service portal,Central,158.0,1661,no,Y,,Linux,Night,yes,1.0,134.25,3.0
TKT-0646,2024/01/15,17:44:32,2024/01/15,Grace Wilson,Marketing,Hardware failure,HIGH,In progress,chat,East,159.0,99999,,No,3.0,Windows 11,AFTERNOON,no,0.0,,
TKT-0882,2024/07/12,03:25:13 AM,07-12-2024,Henry Moore,Legal,System Crash,High,Resolved,Phone,West,53.0,3279,,,5.0,Windows 11,Night,No,-1.0,75.05,9.0
TKT-0557,18/01/2024,01:26 AM,01-21-2024,Irene  Taylor,Sales,network issue,Hign,Resolved,Email,Central,149.0,63,NO,Yes,,linux,morning,yes,1.0,,7.0
TKT-1000,2024/12/22,08:51:49 AM,22-Dec-2024,Irene Taylor,Operations,Hardware Failure,medium,Resolved,EMAIL,South,123.0,916,,No,1.0,Linux,Afternoon,yes,,131.31,5.0
TKT-0578,2024-03-03,08:35 PM,2024-03-03,Frank Miller,Marketing,Hardware failure,High,escalated,Self-Service Portal,North,5.0,2713,Yes,No,,WINDOWS 11,Afternoon,no,2.0,,10.0
TKT-0796,05/06/2024,08:31 PM,2024/06/07,Emily Davis,Marketing,Hardware Failure,HIGH,Open,Phone,North,49.0,199,Yes,Yes,,MacOS,Morning,Yes,0.0,160.72,5.0
TKT-0086,03-18-2024,01:39 PM,2024/03/20,,Operations,Hardware failure,medium,OPEN,phone,,57.0,365,Yes,No,2.0,macOS,Afternoon,no,2.0,157.84,-2.0
TKT-0243,30-Jan-2024,07:32 AM,01/02/2024,Grace Wilson,Operations,Hardware Failure,medium,Escalated,chat,West,15.0,1738,yes,No,4.0,MacOS,AFTERNOON,,1.0,148.24,99.0
,2024-02-16,13:31,16-Feb-2024,EMILY DAVIS,HR,Software Installation,medium,In Progress,Chat,East,82.0,1743,Yes,yes,0.0,Windows 10 ,Night,no,0.0,148.39,-2.0
TKT-0910,2024/10/19,07:48:40 PM,2024-10-21,EMILY DAVIS,,Network Issue,medium,OPEN,Phone,East,149.0,3533,,Y,3.0,Linux,Afternoon,No,-1.0,52.33,0.0
TKT-0160,22-Jan-2024,07:47:52 PM,01-24-2024,JAMES ANDERSON,Admin,Software Installation,Hign,Open,chat,South,82.0,1624,,N,-1.0,MacOS,Morning,no,2.0,15.64,9.0
TKT-0525,2024/03/12,12:13:29 AM,2024-03-12,David Brown,Finance,Hardware Failure,low,Resolved,Chat,West,133.0,1897,,Y,,Windows 10,Night Shift,Yes,2.0,104.1,99.0
TKT-0036,15/11/2024,08:37:35 PM,,Grace Wilson ,Finance,network issue,Medium,Open,Walk In,North,99.0,2456,YES,yes,99.0,Linux,morning,no,0.0,77.67,3.0
TKT-0541,2024/09/19,09:16:55 PM,21/09/2024,david brown ,Sales,Email Problem,Mediun,Resolved,Self-Service Portal,South,100.0,3302,YES,Y,-1.0,windows 10,morning,No,1.0,36.73,4.0
TKT-0171,2024-10-11,08:04:50 PM,2024/10/12,Henry Moore,Admin,System Crash,Hign,In Progress,chat,East,138.0,1898,no,Y,,WINDOWS 11,Morning,,0.0,39.35,7.0
